videoId,title,description,channelTitle,publishedAt,viewCount,duration,分類,Genre,Video_type
c0NeKpbr5jQ,聴衆には若者も！熱を帯びる参院選で福岡に“大物”続々【ぎゅっと】（２０２５年７月１４日放送】,"１３人の候補者が乱立する福岡選挙区。

各党の代表や幹部らが続々応援に入り、12日(土)の警固公園は聴衆で埋め尽くされるなどしました。

また、「選挙に行ったことがない」と言う若者も、今回の参院選には興味を持つなど、選挙戦は熱を帯びています。

政権選択選挙とも言われる今回の参院選。

我々が平等に持つ「投票権」には「意思」があり、その意思を示す機会が選挙です。ぜひ投票へ。

KBC参院選特設ページはこちら
https://kbc.co.jp/election/#fukuoka

#外国人問題 
#減税
#給付
#関税 
#憲法改正
#小泉進次郎 
#石破茂 
#山口那津男 
#野田佳彦 
#玉木雄一郎 
#神谷宗幣 
#山本太郎",福岡・佐賀 KBC NEWS,2025-07-14T10:40:30Z,146799,669,その他,Media,Video
Rtl5eJB2Om8,参政党への悪質な妨害に フィフィがド正論で物申す！ 「ルールを守るのは常識」 「日本人ファーストだけが標的」,"https://www.youtube.com/live/lQ5lzXT6uT8?si=ea1MoZuuq7H87zjB

この動画は、報道・教育・情報共有を目的としており、特定の立場を支持または否定する意図はありません。
編集にあたっては、元の発言内容を正確に伝えることを重視し、誤解や扇動を避けるよう配慮しています。
暴力的・扇動的・差別的な内容の編集・表現は一切行っておりません。
YouTubeのガイドラインおよび広告ポリシーを尊重した上で運営しております。

【著作権について】
当チャンネルで使用している映像・音声・画像等の著作物は、報道・批評・教育・研究などを目的とし、フェアユース（Fair Use）の考え方に基づき編集・使用しております。

具体的には以下の点を踏まえた編集を行っています：
・単なる転載ではなく、解説・要約・構成の変更・情報の抽出などを加えた二次的著作物としての制作
・視聴者がニュースや評論を理解しやすいように補足情報や字幕、視覚的強調を追加した編集
・原著作物の市場価値を不当に損なうような利用は行っておらず、あくまで情報共有・理解促進を目的とした利用

万が一、当チャンネルの内容が著作権を侵害しているとお感じになられた場合は、権利者ご本人様より、チャンネル概要欄に記載のメールアドレスまでご連絡ください。迅速に対応いたします。

#政治  
#shorts   
#ニュース",政治と私【裏】,2025-07-11T14:55:48Z,240658,59,その他,User-Generated Content (including clips)  ,Shorts
OcoSyXdd3F0,参政党・神谷代表、“しばき隊の扱いが上手すぎる”と話題に#shorts #参政党 #参政党は止まらない,"動画生成: NoLang (no-lang.com)
VOICEVOX: ずんだもん",話題のニュース,2025-07-18T15:27:36Z,2689,43,その他,User-Generated Content (including clips)  ,Shorts
7m-s2oEwZ_A,㊗️60万再生！参政党さや、とんでもない結果叩きだすw,#参政党 #神谷宗幣 #さや #三橋貴明,ポメスキャンダル【ネットの反応】,2025-07-05T13:42:31Z,695785,60,その他,User-Generated Content (including clips)  ,Shorts
bxMz4LtOEGY,アホだ バカだ ○○○だ！ 参政党 神谷宗幣が越えた一線　立花孝志はまた私人逮捕命じる　あす参院選投票日,"参政党の神谷宗幣代表がまた大大失言。朝鮮人を侮蔑するとして、差別主義者以外いまでは誰も使わなくなっている表現で、自分たちを批判する人たちを攻撃し、支持者たちから笑いと拍手を取っていました。大躍進にストップがかかればいいのですが、彼らは神谷代表の指示で、プロテスターをリストアップしているようです。恐ろしいことです。
神谷代表演説→ https://x.com/jsk_yui/status/1946130464861045080?s=43
神谷代表投稿→ https://x.com/jinkamiya/status/1946133387984658461?s=43
批判者リスト作成→ https://x.com/kentatsurumi/status/1946135744583807085?s=43
街宣車「日本から出ていけ」→ https://x.com/jtruelove1111/status/1946227224283099522?s=43
What is the EU ?→ https://digital.asahi.com/articles/AST7L0H5ZT7LOXIE002M.html

【斎藤チェック】あす（7月20日）に投票が行われる参議院議員選挙。人とコミュニケーションを取るのが苦手なのか、兵庫県の斎藤知事は誰の応援もしないと言ってきましたが、今週の定例記者会見での答弁とその後のSNSの投稿が、反社会的カルト集団NHK党の立花孝志候補への投票を呼びかける犬笛だったのではないかと、信者たちは大騒ぎしています。彼らの耳にしか聞こえない投稿の意味は何なのか？　維新をクビになった躍動の会の白井県議にはどうやら犬笛が聞こえたようで、立花を応援すると表明しました。
選挙ウォッチャーちだいさんは、決して反社会的カルト集団に議席を取らせてはならないと呼びかけています。https://x.com/mugichoko1616/status/1945981568608243890?s=43

てんコモリ倶楽部入会、投げ銭（コモチャ）、コモさんＴシャツ、フィギュアなどお求めはこちらから→ https://10komoristudio.stores.jp/

【メールマガジン】「読む朝刊チェック倶楽部」を始めました。名前や住所など登録にあたって項目が多いので面倒ですが、面倒な匿名野郎を避けるため、ご協力ください。

登録フォームはこちらから→ https://a05.hm-f.jp/index.php?action=R1&a=372&g=18&f=37&fa_code=6fa9abd93a18fd96947c912632ddbaa4
海外在住の方は登録フォームの項目をメールでお知らせください。 info@10komori.com

朝刊チェックのスタンス
溢れる情報を自分の違和感を大切に読み取り、発信者やその背後に居る者の意図を読み取って情報を解釈。自分の頭で考えて判断し、行動する。できるだけ多面的に考える。

#子守康範 
#朝刊チェック 
#斎藤元彦 
#片山安孝 
#兵庫県知事選挙 
#稲村和美 
#立花孝志 
#西播磨県民局長 
#奥谷委員長 
#merchu 
#折田楓 
#公職選挙法違反 
#百条委員会 
#小橋理事 
#週刊文春 
#選挙ウォッチャー 
#ちだい 
#nhk党 
#上脇教授 
#郷原弁護士 
#告発状 
#収支報告書 
#森けんと 
#高見ちさき 
#選対 
#竹内英明 
#竹内県議 
#兵庫県警本部長 
#井ノ本総務部長 
#菅野完 
#井ノ本総務部長 
#長瀬たけし 
#内田樹 
#県民集会 
#増山誠 
#躍動の会 
#報道特集 
#岩井清隆 
#増山誠 
#奥山俊宏 
#パワハラ研修 
#住民監査請求 
#筋肉弁護士 
#桜井ヤスノリ 
#服部副知事 
#福永活也 
#北海道の歩き方 
#丸尾まき 
#石森弁護士 
#上脇教授 
#nhk 
#ええトコ 
#神谷宗幣 
#参政党 
#日本人ファースト 

てんコモリスタジオチャンネル→ https://www.youtube.com/channel/UCZCESViGEYABxtJGt-u8yPg",子守康範チャンネル,2025-07-19T05:13:22Z,13015,5751,その他,User-Generated Content (including clips)  ,Video
3NUVyQ25BVc,【参政党】神谷代表　外国人相続税について誤解を広げる発言,"ご視聴いただきありがとうございます。
このチャンネルでは、新興勢力を調査します。

参政党はファクトチェックが大事かも、、、

#切り抜き #参議院選挙 #政治 #選挙 #参政党 #神谷宗幣 #相続税 #外国人",新興勢力ウォッチャー,2025-07-14T01:34:56Z,2795,32,排外的な言説,User-Generated Content (including clips)  ,Shorts
SL3To0M9SQ0,参政党、神谷がTBSの偏向報道にブチギレ,"＃参政党 #自民党 #政治 


ネットやテレビでは誤解が生まれやすいので、全国を回って直接有権者と話すことを重視している。
賛成党は「日本人ファースト」というキャッチコピーを掲げているが、それは差別ではなく、外国人問題を冷静に議論したいという趣旨。
外国人が増えすぎると社会問題が起きやすいという海外事例を挙げ、日本でもルールを決め、数を管理すべきと主張。
外国人労働者が搾取されたり不遇な目に遭っている現状を問題視している。
日本の建設や農業などの産業は若者が従事し、技術を継承すべきで、外国人を雇う企業に補助金が出る仕組みはおかしいと指摘。
賛成党は外国人排斥を訴える政党ではなく、法と制度を整えて日本人も外国人もフェアに暮らせる社会を目指している。
メディアが賛成党を差別政党だと印象操作していることに不満を述べ、選挙期間中の不公平報道を問題視している。
賛成党は誹謗中傷や個人攻撃をしない方針で、制度改革を目指す健全な政党だと説明。
外国人問題に対しても、人種差別ではなく制度の整備を訴えているだけであり、日本人と同じ条件で真面目に働き、日本社会に馴染む人には歓迎の立場。
外国人を差別するのではなく、日本人も外国人も公正に扱う制度づくりを目指している。",炎上国会,2025-07-16T10:00:54Z,108566,906,メディア批判,User-Generated Content (including clips)  ,Video
WDCIwkEHwOU,【必見】神演説 参政党 神谷代表「若者に未来の希望を提案して欲しい」　#参議院選挙 #政治 #減税日本 #税金 #移民問題 #参政党 #投票に行こう #選挙に行こう,,ポリポリちゃんねる,2025-07-12T21:11:31Z,31314,119,排外的な言説,User-Generated Content (including clips)  ,Video
1CaWwSEgUMw,【たった15人】参政党神谷代表の発言に市民団体が抗議デモ #shorts,,ひまつ 【時事ネタ語り】,2025-07-14T12:50:01Z,14913,50,その他,User-Generated Content (including clips)  ,Shorts
efcafkUXHXw,第27回参議院議員選挙  参政党  政見放送,"／
日本の未来を変えるため、参政党は全ての都道府県に
参院選の候補者を立てています。
＼
参院選特設サイト👉　https://sanseito.jp/sanin_election_27/

💫期日前投票始まってます！！
 投票日は7/20

参議院選挙は「2枚の投票用紙」で投票します！
❶ まずは投票所に行きましょう
❷ 投票所で投票用紙が【2枚】渡されます！

✅1枚目は「選挙区」→ 
地元の候補者の名前を書きます
（参政党は47都道府県すべてに候補者がいますので
必ず書いていただけます！）

✅2枚目は「比例代表」→
 「参政党」と書くor応援したい「比例候補者」
の名前を書きます！

✍️名前は 漢字でもひらがなでもOK！

聞いたことのない難しい用語や仕組みで
ややこしい！と思われる方のために
神谷代表からの解説動画もよければご覧ください！
https://youtube.com/shorts/PNAhMNRELWc?feature=share

#日本人ファースト
#日本人ファースト参政党
#参政党旋風
#参院選

🎌🌸🗻━━…‥・
　壊れゆく日本を守るため、
　日本人ファーストの政治家を
　1人でも多く国会に送り込みたい！
　　　　　　　　・‥…━━🗻🌸🎌
👇️参議院選挙クラウドファンディング👇️
https://congrant.com/project/sanseito/17367

【参政党政治塾】
https://sanseito.jp/2020/seijijuku/

【地方選候補者公募】
https://sanseito.jp/koubo_flow/

【衆議院議員公募】
https://sanseito.jp/shuin_flow/

参政党　～国政政党～
【参政党に参加する↓】
https://www.sanseito.jp/participation/

◎参政党　公募ページはコチラ↓
https://www.sanseito.jp/recruitment/

◎参政党イベント情報ページ
https://info.sanseito.jp/

◎参政党を応援！献金ページ
https://congrant.com/project/sanseito/6104

◎入党方法や様々な情報はコチラから
https://www.sanseito.jp/

▼公式Twitter（@sansei411）
https://twitter.com/sansei411
▼公式Instagram（@sanseito）
https://www.instagram.com/sanseito
▼公式Facebook
https://www.facebook.com/sanseito2020
▼公式LINE
https://line.me/R/ti/p/@sanseito
▼公式TikTok
https://www.tiktok.com/@sanseito

このプロジェクトを始めるまでの経緯や思いをブログと音声にしました！

◎神谷宗幣ブログ
https://www.kamiyasohei.jp/blog/

◎音声（デイリー神谷特別編）
https://ishikikaikaku.jp/PartyDIY01.mp3 

〈リンクはコチラ〉
CGS-チャンネルグランドストラテジー-
https://www.youtube.com/user/ChGrandStrategy

#神谷宗幣 #日本人ファースト #赤坂ニュース #参政党",参政党,2025-07-08T05:39:41Z,238670,330,その他,Official,Video
Xi2clqq9VE0,神谷代表「選択肢を増やそうということをずっと訴えている」#shorts#政治,"ご視聴いただきありがとうございます！

政治に関することを中心にショート動画を投稿しています。

いいねやコメントをいただけるととても嬉しいです！
ぜひ、コメントで皆さんのご意見をお聞かせください！

チャンネル登録もよろしくお願いします！

#shorts#政治",お茶の間政治部,2025-07-12T08:00:39Z,23785,60,その他,User-Generated Content (including clips)  ,Shorts
0fcxd3mlwYU,【井川意高】※参政党、神谷宗幣の正体に鳥肌が止まらない...実はこの人●●なんですよ,"2025参院選どこに投票すればいいか教えます
参政党党首の神谷宗幣の正体


動画を楽しんでいただけたなら、チャンネル登録と高評価で応援していただけると嬉しいです！これからも面白いコンテンツをお届けします！

※元動画
https://youtu.be/HMQJnk9JUw0?si=Jd0YRCZ-qbv8x60Z

 #参政党　 #神谷宗幣  #井川意高",井川意高専門コース,2025-07-16T12:51:48Z,41381,941,その他,User-Generated Content (including clips)  ,Video
BOVdDwU1hQI,参政党代表の度が過ぎる発言に宮城県が「嘘をつくな」と猛反発しガチギレ！謝らずに逃げようとする姿勢は許せません【政治ニュース 物申す 参院選 神谷宗幣】,"参政党代表の度が過ぎる発言に宮城県が「嘘をつくな」と猛反発しガチギレ！謝らずに逃げようとする姿勢は許せません【政治ニュース 物申す 参院選 神谷宗幣】

===============

↓↓↓チャンネル登録お願いします↓↓↓
https://www.youtube.com/user/isa1341ch?sub_confirmation=1

いさ進一公式Webサイト
http://isa41.net/

いさ進一SNS
【Ｘ】 https://x.com/isashinichi
【Facebook】 https://www.facebook.com/isashinichi.1341  
【TikTok】 https://www.tiktok.com/@isa.izazenshin

#おすすめ #日本 #政治ニュース #参政党 #参院選 #情報 #いさ進一 #政治 #解説",前 衆議院議員 いさ進一 チャンネル,2025-07-18T08:00:18Z,156153,84,メディア批判,Public Figure,Video
0qUJVTvbPAQ,「日本人優先＝差別」って誰が決めた？神谷代表の正論が話題に#shorts,"#参政党
#神谷宗幣
#日本人ファースト
#外国人問題
チャンネル登録や高評価、コメントをよろしくお願いいたします✨

【お願い】
・YouTubeのコミュニティガイドラインを遵守したコメントをお願いします。
・誹謗中傷や不適切な表現はご遠慮ください。
・チャンネル運営者からの「高評価」や「ハート」は、コメントやご意見への感謝の気持ちを表すものであり、必ずしも内容に同意しているわけではありませんので、あらかじめご了承ください。

【動画引用元】
https://www.youtube.com/live/0Xs_q52xyJw?si=wgH3ocdV7m51ghnN",未来を変える政治【参政党NEWS(非公式)】,2025-07-18T22:00:01Z,10979,75,その他,User-Generated Content (including clips)  ,Video
xgtfwSNcpSg,参政党が人気を集める理由,"いつもご視聴ありがとうございます。堀江貴文さんが参政党の支持者について語っているシーンをまとめました。

【最後に】
高評価やコメントも感謝いたします。
↓チャンネル登録はこちら
https://www.youtube.com/channel/UCR7q9VmyFbmoQPun9DX35Ng

堀江貴文公式チャンネル
https://www.youtube.com/user/takaponjp


#堀江貴文 
#参政党
#shorts",堀江貴文まとめ【ほりぬき】ホリエモン切り抜き,2025-07-09T12:34:25Z,37657,87,その他,User-Generated Content (including clips)  ,Video
H7kzBEuhch0,参政党・神谷代表に対して 懐疑的な姿勢をもつ出演者 「女性の社会参画に否定的？」 爽やかに否定し問題点を指摘,"多くの方に政治に興味持ってもらいたいです。
みんなで日本を動かしましょう🌅

政治が担う役割は、多数の人が暮らす社会における秩序の維持と発展です。

投票しても変わらない？ 政治を諦めない！

まずは興味を持つことから！

この動画は、報道・教育・情報共有を目的としており、特定の立場を支持または否定する意図はありません。
編集にあたっては、元の発言内容を正確に伝えることを重視し、誤解や扇動を避けるよう配慮しています。
暴力的・扇動的・差別的な内容の編集・表現は一切行っておりません。
YouTubeのガイドラインおよび広告ポリシーを尊重した上で運営しております。

【著作権について】
当チャンネルで使用している映像・音声・画像等の著作物は、報道・批評・教育・研究などを目的とし、フェアユース（Fair Use）の考え方に基づき編集・使用しております。

具体的には以下の点を踏まえた編集を行っています：
・単なる転載ではなく、解説・要約・構成の変更・情報の抽出などを加えた二次的著作物としての制作
・視聴者がニュースや評論を理解しやすいように補足情報や字幕、視覚的強調を追加した編集
・原著作物の市場価値を不当に損なうような利用は行っておらず、あくまで情報共有・理解促進を目的とした利用

万が一、当チャンネルの内容が著作権を侵害しているとお感じになられた場合は、権利者ご本人様より、チャンネル概要欄に記載のメールアドレスまでご連絡ください。迅速に対応いたします。

#政治  
#shorts   
#ニュース",政治と私【政治経済ニュース】,2025-07-10T06:40:47Z,726013,51,その他,User-Generated Content (including clips)  ,Shorts
wKfppSrihEo,【参院選】勢いに乗る参政党が支持を集める理由とは。余裕を見せる自公。混戦の参院選は果たして…。,"7月20日に投開票が決まった参院選。
急激に支持を伸ばしている参政党。
自公は過半数を得ることはできるのか？

ーーーー
🎙️古舘伊知郎トーキングブルース2025 開催決定！
公演概要
2025/12/7(日)＠東京・EX THEATER ROPPONGI 
2026/1/18(日)＠ 福岡・Zepp Fukuoka  
2026/2/12(木)＠愛知・Zepp Nagoya  
2026/3/7(土)＠ 大阪・Zepp Namba  
2026/3/20（金・祝）@神奈川・KT Zepp Yokohama

チケットはこちらから！
https://w.pia.jp/t/talkingblues/

詳細はこちらへ🎫
https://talkingblues.jp/
ーーーー
セカンドチャンネル開設しました。
煩悩まみれの古舘伊知郎を堪能したい方、
是非こちらもご覧ください。
https://youtu.be/2fkePy1OXk0?si=jqT3vPc0pM_nHFs8
ーーー
🔽古舘と客人と（会場：丸の内コットンクラブ）
vol.25ゲスト：寺島しのぶさん
7月10(木)　1830開場／2000開演
https://www.cottonclubjapan.co.jp/jp/sp/artists/ichiro-furutachi-250710/

vol.26ゲスト：土井善晴さん
8月5日(火)　1830開場／2000開演
https://www.cottonclubjapan.co.jp/jp/sp/artists/ichiro-furutachi-250805/
ーーー
🔽書籍
📚『人生後半、そろそろ仏教にふれよう』
大手通販サイトや全国書店にて好評発売中！
https://x.gd/vjqWZ
PHP新書　1,144円(税込)

📚『伝えるための準備学』
こちらも大手通販サイトや全国書店にて好評発売中！
https://note.com/hironobuto/n/n6554fd89084f
https://x.gd/DutWa
ひろのぶと株式会社　2,200円(税込)
https://youtu.be/FI8SdA1LdVQ?si=IZjSzSOTucYcPwaJ
ーーー

◯古舘伊知郎/YouTubeチャンネル『古舘Ch』公式
https://twitter.com/furutachi_live

#古舘伊知郎 #参院選
#参政党 #神谷宗幣 
#石破首相 #自民党 #森山幹事長
#給付金 #消費税 #減税
#小泉進次郎 #米騒動 #コメ不足 #コメ #ja #農協
#立憲民主党 #野田佳彦 #国民民主党 #玉木雄一郎
#日本維新の会 #吉村洋文 #公明党 #斉藤鉄夫
#年金 #年金改革 #基礎年金 #厚生年金 #遺族年金
#解説",古舘伊知郎チャンネル,2025-07-07T13:31:08Z,445840,2161,その他,Public Figure,Video
ghsk4Xqq8Gg,㊗️50万再生！神谷代表、森山幹事長をフルボッコw,,チワワのウワサ【ネットの反応】,2025-07-18T10:34:17Z,777374,61,その他,User-Generated Content (including clips)  ,Video
ij-hvSZ7Qg0,悪意のある切り取りにご注意下さい🙇‍♂️#参院選 #日本人ファースト参政党 #参政党旋風,"🎌🌸🗻━━…‥・
　壊れゆく日本を守るため、
　日本人ファーストの政治家を
　1人でも多く国会に送り込みたい！
　　　　　　　　・‥…━━🗻🌸🎌
👇️参議院選挙クラウドファンディング👇️
https://congrant.com/project/sanseito/17367

【参政党政治塾】
https://sanseito.jp/2020/seijijuku/

【地方選候補者公募】
https://sanseito.jp/koubo_flow/

【衆議院議員公募】
https://sanseito.jp/shuin_flow/

参政党　～国政政党～
【参政党に参加する↓】
https://www.sanseito.jp/participation/

◎参政党　公募ページはコチラ↓
https://www.sanseito.jp/recruitment/

◎参政党イベント情報ページ
https://info.sanseito.jp/

◎参政党を応援！献金ページ
https://congrant.com/project/sanseito/6104

◎入党方法や様々な情報はコチラから
https://www.sanseito.jp/

▼公式Twitter（@sansei411）
https://twitter.com/sansei411
▼公式Instagram（@sanseito）
https://www.instagram.com/sanseito
▼公式Facebook
https://www.facebook.com/sanseito2020
▼公式LINE
https://line.me/R/ti/p/@sanseito
▼公式TikTok
https://www.tiktok.com/@sanseito

このプロジェクトを始めるまでの経緯や思いをブログと音声にしました！

◎神谷宗幣ブログ
https://www.kamiyasohei.jp/blog/

◎音声（デイリー神谷特別編）
https://ishikikaikaku.jp/PartyDIY01.mp3 

〈リンクはコチラ〉
CGS-チャンネルグランドストラテジー-
https://www.youtube.com/user/ChGrandStrategy

#神谷宗幣 #日本人ファースト #赤坂ニュース #参政党",参政党,2025-07-18T03:00:58Z,156686,62,その他,Official,Video
f_vAzRtKNqc,【参政党or日本保守党　日本を変える力はどちらに？】『政治を動かす１票とは』,"【参政党or日本保守党　日本を変える力はどちらに？】『政治を動かす１票とは』

◎2025/7/19(土)生配信アーカイブ
・過半数割れ確実⁉石破首相はどうする？
・参政党に期待する最大の理由
・日本保守党への危惧

⭐︎ note「長谷川幸洋の『ニュース展望』」
連載コラムをスタートしました！
長年のメディア経験を踏まえて、激動の内外情勢を、
どこよりも深く広く掘り下げて解説します！ 
https://note.com/hasegawa24/membership

★出演者
長谷川幸洋(ジャーナリスト）

★「長谷川幸洋 Tonight」ニコニコチャンネルでスタートしました。
月額880円／週1回不定期放送です。
入会は下記URLより、皆様のご参加お待ちしております。
https://ch.nicovideo.jp/hasegawayukih...

★X 
長谷川幸洋 https://x.com/hasegawa24 

★長谷川幸洋のNEWSチャンネル 
配信のお知らせは公式Xにて！ 
https://x.com/NEWS06623619

★長谷川幸洋連載
現代ビジネス「長谷川幸洋『ニュースの深層』」
https://gendai.ismedia.jp/list/serial...
夕刊フジ「長谷川幸洋『ニュースの核心』」
https://www.zakzak.co.jp/soc/rensai/s...
四国新聞「ニュース裏読み」
月刊Hanada「未来を読む！」

★所属事務所　㈱オフィス・トゥー・ワン　HP
http://www.oto.co.jp/profile/detail.p...

★長谷川幸洋プロフィール
1953年千葉県生まれ。慶応義塾大学経済学部卒。ジョンズホプキンス大学高等国際問題研究大学院（SAIS)で国際公共政策修士（MIPP）。77年に中日新聞社に入社し東京本社（東京新聞）経済部、ブリュッセル支局長、論説副主幹などを経て2018年3月末に退社。ジャーナリストとして活動中。
06～09年に政府税制調査会委員、05～08年に財政制度等審議会臨時委員、13～16年に大阪市人事監察委員会部会長など。
07～15年に日本記者クラブ企画委員、13～16年に規制改革会議委員、16～19年規制改革推進会議委員など多数の公職を務める。
著書『日本国の正体　政治家・官僚・メディア---本当の権力者は誰か』(講談社)で09年の山本七平賞受賞。

最新刊に、「世界はもう中国を許さない!」（宝島社、遠藤誉氏・ムカイ ダイス氏などと共にインタビュー掲載）https://tkj.jp/book/?cd=TD027887
近著に「どうする!?感染爆発!! 日本はワクチン戦略を確立せよ! 」（ビジネス社、森下竜一大阪大学大学院寄附講座教授との対談）趣味はスキー。SAJスキー指導員の資格を持つ。

#参院選2025 
#参政党
#日本保守党",長谷川幸洋のNEWSチャンネル,2025-07-19T02:46:46Z,45189,2407,その他,User-Generated Content (including clips)  ,Video
OIlMA0ySnWU,【神谷宗幣】悪質な切り取りに神谷代表ブチギレ「左派メディアの洗脳」と強く批判 #参政党  #神谷宗幣  #望月まさのり #吉川りな #梅村みずほ,"ご視聴ありがとうございます。
今回は、2025年7月3日の街頭演説の様子をお届けします。
神谷代表の「高齢の女性は子どもが産めない」という部分だけをメディアが切り取り、炎上しました。
一部メディアの報道に対し、真っ向から反論しました。

是非チャンネル登録、高評価よろしくお願いします！
L05

■引用元
https://www.youtube.com/watch?v=abnKpNOyROA
街頭演説 in 東京 新橋SL広場　令和7年7月3日（木）18：00頃　【参議院選挙2025 参政党 Live】

#参政党 #望月まさのり#吉川りな#神谷宗幣 #日本人ファースト",トラと政治【政治切り抜き】,2025-07-05T08:50:56Z,855,1398,その他,User-Generated Content (including clips)  ,Video
46aOc7bRPVA,【神谷宗幣・参政党】神谷代表　ついにうるさいアンチを一喝！ #参政党,"党代表の神谷宗幣氏による熱い街頭演説です。
千葉 柏駅東口　令和7年7月13日
引用元
https://www.youtube.com/watch?v=87mkW3TqZ3s
#shorts #参政党 #神谷宗幣

参政党を応援する個人チャンネルです。（非公式）",橙色は希望の色,2025-07-15T03:08:28Z,19596,28,その他,User-Generated Content (including clips)  ,Shorts
D2H5SVnRpjs,新横浜駅の参政党演説に来ました！,"【クラウドファンディングはこちら‼️】
https://camp-fire.jp/projects/862631/view
クレジットカード、現金振込、PayPay等の電子決済が可能です。


【サブアカウントはこちら】
https://www.youtube.com/channel/UCfR6bKhmg2fhEC1lG67DsWQ


【メンバーシップはこちら】
https://www.youtube.com/channel/UC4u5LLRLnUt-BYEDpDiOxIA/join


【Xはこちら】
https://x.com/nihonjin0212

【公式LINEはこちら】
https://lin.ee/NGW81wY


#政治 #選挙に行こう #畠山 #政治解説 #ニュース #解説 #選挙 #日本 #日本人ファースト",畠山-政治ニュース解説,2025-07-19T00:02:36Z,16672,3807,候補者PR,User-Generated Content (including clips)  ,Video
bBfZDtpcKZc,神谷代表、予言的中しすぎてフォロワー急増w,,パグリーク【ネットの反応】,2025-07-17T08:28:07Z,38976,61,その他,User-Generated Content (including clips)  ,Video
LTw2emNtryk,徴兵制を超えた教育改革！神谷代表の提案とは？,"■動画概要

参政党の神谷代表が「徴兵制は政策に含まれていない」と発言しました。今の時代、戦闘は銃撃戦からミサイルやドローンに変わっていると述べています。また、若者教育の新提案として、短期間の「徴農制」を挙げ、地方の一次産業体験を通じて国土保全意識を高めるのが効果的だと考えています。しかし、議論を呼ぶその内容に疑問も寄せられています。こうした政策提案がどのように受け入れられるのか、注目が集まっています！

■動画の内容について

この動画は2ch(5ch)のスレッドをモチーフに、内容を再構成・改変した独自のコンテンツです。
誹謗中傷や著作権侵害を目的としていません。

引用元：
- 5chなど

■収益化ポリシーに関して

この動画は2ch(5ch)のスレッドをモチーフとし、再構成・改変を行ったオリジナルコンテンツです。
BGMや効果音で演出を加え、繰り返しの多いコンテンツにならないように制作しております。
動画内で使用しているイラスト・BGM等は、フリー素材も含まれるため他チャンネルでも使用されていますが、再利用ではありません。",ドッグファイト速報,2025-07-19T04:26:45Z,1293,633,政策提言,User-Generated Content (including clips)  ,Video
Bm7E2Ug2lcA,【立花孝志】メディアは参政党の危なさを知っている #shorts,"NHK党の立花孝志氏が、参政党について衝撃の発言。
メディア露出が増えた参政党だが、
記者曰く、危険性はメディアもわかっていると。
みんなはどう思う？

10分動画➡https://youtu.be/CAx30irx4pU?si=N0oWTw2OyOFbxE0K
引用元：https://www.youtube.com/watch?v=_qzFJpEy_rI

#参政党 #NHK党 #立花孝志 #神谷宗幣 #リハック #高橋弘樹 #西田亮介 #横田一 #政治討論 #参院選2025 #独裁 #監視社会 #政治の闇 #政党運営 #YouTube政治",国民の叫び,2025-07-18T11:00:34Z,86045,30,その他,User-Generated Content (including clips)  ,Shorts
n6vSzIM5CDo,参政党、神谷代表の嘘　2,,MARO'S SPIRIT,2025-07-16T04:21:52Z,188,60,その他,User-Generated Content (including clips)  ,Shorts
unN7BEEh4Ik,参政党アンチ「神谷代表の過去の発言がひどすぎるw」→逆に支持が集まってしまう…,"#ニュース
#政治
#参政党 

世にまかり通る不正をなくしたい。
「アクアリウムの前で語る」がコンセプト。

引用元
https://youtu.be/wZ_BZjKNyfU?si=Pm2Oj7MLV2j6HIdT&t=583",【ニュース アメイジング】ガロン ,2025-07-10T23:01:04Z,896621,31,その他,User-Generated Content (including clips)  ,Shorts
hz7jNGNQetU,神谷代表「ロリコン」「メロンパン」発言で大炎上　#shorts #政治 #ニュース #参政党 #参院選 #大竹栄喜,"話題の政治＆ニュース解説

みなさんが気軽にコメントで参加できるコミュニティーです

世間を騒がせるような話題が多いので、
興味がある方は、気軽にコメントしてみてください。
チャンネル登録もお忘れなく

▪動画について
当チャンネルの動画は、特定の個人や団体を誹謗中傷する意図で制作されたものではありません。
また、使用している素材は適切な引用の範囲内であり、著作権を侵害する目的はございません。

▪著作物について
動画内で掲載している画像やその他の著作物の著作権・肖像権は、すべて各権利所有者に帰属します。
各権利所有者様や第三者に不利益が生じないよう十分配慮しておりますが、
万が一問題がございましたら、権利所有者ご本人からご連絡いただけますと幸いです。


▪声&素材
VOICEVOX:青山龍星、リュウスケ、ミナト、ずんだもん",大竹栄喜,2025-07-07T19:03:31Z,1894,103,メディア批判,User-Generated Content (including clips)  ,Video
